Zone,Price,Years,Rooms,Area,NumberOfElevators,floor,direction
  زعفرانیه ,"28,50",3,3,255,0,4,
  میرداماد ,26250,1,4,350,1,3,
  پاسداران ,4125,4,2,75,1,2,
  قلی پور رشت ,1300,0,2,100,1,3,
  اختیاریه ,5680,5,2,80,1,3,
  فرشته ,30,2,3,250,0,4,
  ولنجک ,37500,2,4,300,0,7,
  پاسداران ,4600,13,2,96,1,4,
  ظفر ,11250,1,3,150,1,2,
  زعفرانیه ,21450,—,3,195,0,5,
  میرداماد ,19,0,3,205,1,3,
  ظفر ,3400,15,1,65,1,1,
  میرداماد ,7,12,3,125,1,2,
  پاسداران ,8900,0,3,137,1,4,
  اختیاریه ,8500,4,2,109,1,2,
  میرداماد ,19,0,3,205,1,3,
  ظفر ,3400,15,1,65,1,1,
  میرداماد ,7,12,3,125,1,2,
  پاسداران ,8900,0,3,137,1,4,
  قیطریه ,10200,2,3,167,1,2,
  دبستان ,2345,16,1,67,1,3,
  میرداماد ,10800,4,3,145,1,1,
  ظفر ,7300,20,3,135,1,1,
  ظفر ,6800,1,2,90,1,1,
  ظفر ,4700,12,2,90,1,1,
  ظفر ,10300,0,3,150,1,3,
  مهران ,2100,14,1,65,1,4,
  جردن ,4,30,1,70,1,2,
  ظفر ,7300,1,2,110,1,4,
  گلسار ,3332,0,3,140,1,3,
  میرداماد ,6800,15,2,125,1,2,
  پاسداران ,7720,15,3,135,1,3,
  هروی ,2300,15,2,70,1,2,
  پاسداران ,11700,1,2,130,1,3,
  پاسداران ,4500,17,2,95,1,3,
  هروی ,6500,16,2,130,1,5,
  هروی ,7800,0,3,120,1,4,
  قلهک ,6700,5,3,135,1,1,
  پاسداران ,8,9,2,115,1,1,
  اختیاریه ,10350,11,3,167,1,2,
  اختیاریه ,6500,16,3,144,1,2,
  پاسداران ,8150,1,2,125,1,1,
  ظفر ,5400,12,2,90,1,4,
  اختیاریه ,6750,16,3,125,1,2,
  جردن ,5600,17,1,80,1,4,
  پاسداران ,15400,1,3,140,1,5,
  جلفا تهران ,4500,6,2,85,1,7,
  خیابان دولت ,13,20,3,175,1,0,
  تهرانپارس شرقی ,4,30,3,127,1,1,شمالی، غربی
  تهرانپارس شرقی ,4100,8,3,128,1,3,جنوبی
  اختیاریه ,4200,20,3,110,1,1,
  پاسداران ,13130,23,4,202,1,1,
  هروی ,8680,0,3,140,1,4,
  پاسداران ,6136,6,2,104,1,3,
  اختیاریه ,9900,9,3,140,1,3,
  اختیاریه ,7,7,2,115,1,5,
  پاسداران ,15750,6,3,175,1,1,
  ظفر ,7800,0,2,115,1,3,
  ظفر ,4896,1,2,102,1,3,
  پاسداران ,9880,2,2,125,1,2,
  سعدی رشت ,830,6,2,63,1,4,
  پاسداران ,8580,0,3,135,1,2,
  پاسداران ,21760,1,4,256,1,2,
  جردن ,5200,0,2,80,1,5,
  فلکه گاز,860,15,2,76,1,2,
  ظفر ,7154,1,2,100,1,5,
  پاسداران ,8,0,2,115,1,4,
  ظفر ,3500,20,2,100,1,2,
  ظفر ,5500,0,2,90,1,2,
  قیطریه ,14990,1,3,155,1,3,
  سعدی رشت ,2590500,0,3,165,1,4,
  پاسداران ,9765,18,3,155,1,6,
  اختیاریه ,"11,50",0,2,130,1,4,
  منظریه ,2400,19,3,120,1,1,
  منظریه ,1400,12,2,85,1,2,
  قیطریه ,8400,0,2,105,1,3,
  پاسداران ,14725,0,3,155,1,2,
  میرداماد ,6,15,2,120,1,1,
  ولنجک ,21,0,3,210,0,5,
  ظفر ,7700,1,3,115,1,2,
  میرداماد ,6300,5,2,96,1,3,
  میرداماد ,5930,0,2,76,1,3,
  میرداماد ,10880,15,3,160,1,3,
  میرداماد ,26250,1,4,350,1,3,
  زعفرانیه ,18700,3,3,170,0,3,
  گلسار ,650,19,1,60,1,4,
  ظفر ,9,2,3,130,1,3,
  اختیاریه ,4300,19,3,107,1,1,
  الهیه ,10900,19,3,170,1,1,
  امام خمینی,635,5,2,80,1,2,
  دروس ,5500,6,2,95,1,2,
  صرافها ,3500,—,2,85,1,4,
  اختیاریه ,4850,2,2,85,1,5,
  قلی پوررشت ,1111500,0,2,117,1,2,
  ظفر ,11250,1,3,150,1,2,
  زعفرانیه ,25920,2,3,240,0,2,
  خیابان دولت ,"4,50",3,2,74,1,2,
  ظفر ,5200,1,2,80,1,4,
  خیابان دولت ,18,1,3,240,1,4,
  معلم,1400,9,3,105,1,2,
 ,32,2,3,250,2,5,جنوبی
  از برج کامرانیه شمالی ,60,1,4,440,1,5,دارد
  خیابان دولت ,6820,0,2,110,1,5,
  گلسار ,1450,10,2,80,1,4,
  هروی ,11100,1,3,150,1,4,
  از برج یاسر ,55,1,4,400,2,5,دارد
  از برج فرشته ,50,1,4,400,2,11,دارد
  ظفر ,9750,1,3,130,1,4,
" در اقدسیه
            ",27,0,3,220,1,6,شمالی
  ظفر ,9690,20,3,170,1,5,
  کامرانیه شمالی ,70,1,4,500,2,10,دارد
  معلم رشت ,2405,2,3,130,1,1,
  دیباجی ,8300,1,2,115,1,5,
  صاحبقرانیه ,80,1,4,400,2,10,دارد
  از برج فرمانیه ,100,1,5,620,2,9,دارد
  ظفر ,6800,1,2,125,1,11,
  فرمانیه ,47200,0,4,350,2,10,شمالی
  ظفر ,7700,1,2,130,1,4,
  اختیاریه ,8800,1,3,140,1,1,
  میرداماد ,4900,20,2,88,1,1,
  پاسداران ,6500,1,2,100,1,4,
 ,67,0,4,350,1,4,جنوبی
 ,70,0,4,300,2,6,جنوبی
  پاسداران ,4730,5,2,85,1,3,
  هروی ,3600,1,3,120,1,3,
 ,35500,2,4,355,1,5,شمالی
  قیطریه ,13500,8,3,180,1,2,
  ظفر ,7350,0,2,90,1,5,
  پاسداران ,6500,5,3,130,1,5,
  دیباجی ,8800,5,3,120,1,1,
  خیابان دولت ,9100,3,2,130,1,3,
  هروی ,4,5,2,80,1,3,
  ظفر ,2100,7,1,45,1,1,
  خیابان دولت ,7100,6,3,140,1,3,
" دهم فروردین
            ",1260,4,1,55,1,4,جنوبی
" بلوار ابوذر
            ",1300,19,1,60,0,2,شمالی
  ظفر ,9690,1,3,170,1,5,
" مقداد
            ",3400,0,2,100,1,1,جنوبی
" خیابان اول نیروی هوایی
            ",5180,5,3,140,1,6,شمالی
" افراسیابی شمالی
            ",1100,15,1,47,0,2,شمالی
  میرداماد ,"13,40",0,3,165,1,3,
" نبرد شمالی
            ",1200,17,1,47,0,1,شمالی
  معلم رشت ,3712,0,3,165,1,3,
  ظفر ,5850,30,3,130,1,2,
  جردن ,7500,0,2,105,1,4,
  جردن ,6200,18,2,100,1,4,
  جلفا تهران ,8700,1,3,145,1,4,
  هروی ,5800,10,2,102,1,3,
  آجودانیه ,17424,4,2,200,1,4,
  جردن ,6500,12,3,115,1,5,
  هروی ,8820,4,3,140,1,4,
  قیطریه ,12300,0,3,150,1,5,
  ظفر ,7300,0,2,110,1,4,
  فرمانیه ,6400,10,2,100,1,4,
  قلهک ,6215,5,2,113,1,4,
  فرمانیه ,22500,20,4,234,1,1,
  ظفر ,2100,19,1,50,1,4,
  ظفر ,5500,12,2,90,1,4,
  میرداماد ,11700,18,3,210,1,5,
  دیباجی ,10,0,3,127,1,4,
  قیطریه ,12800,15,3,210,1,8,
  قیطریه ,6400,13,2,110,1,1,
  شهرک صدف ,3,10,2,100,0,2,
  دروس ,5500,6,2,95,1,2,
  خیابان دولت ,"5,25",1,1,67,1,2,
  خیابان دولت ,5450,5,2,90,1,4,
  خیابان دولت ,7500,1,2,100,1,5,
  میرداماد ,26250,1,4,350,1,3,
  ظفر ,8750,3,2,127,1,6,
  استاد سرا رشت ,1430,10,2,81,1,1,
  میرداماد ,3400,15,2,75,1,2,
  خیابان دولت ,6622,3,2,86,1,4,
  میرداماد ,7150,15,2,126,1,2,
  میرداماد ,12200,1,3,155,1,3,
  قیطریه ,13670,0,3,129,1,4,
  ظفر ,5,30,2,80,1,2,
  قیطریه ,5750,8,2,95,1,3,
  فرمانیه ,15625,2,2,125,1,4,
  میرداماد ,8570,3,3,128,1,1,
  اختیاریه ,7200,0,2,100,1,5,
  میرداماد ,7500,20,2,130,1,1,
  خیابان دولت ,8,1,2,100,1,3,
  خیابان دولت ,8300,1,2,115,1,5,
  صاحبقرانیه ,27,18,3,270,2,12,جنوبی
  دیباجی ,8100,0,2,108,1,1,
  پاسداران ,5800,10,2,102,1,3,
  قیطریه ,17,3,3,150,1,4,
  تهرانپارس شرقی ,4100,8,3,128,1,3,جنوبی
  پاسداران ,9246,6,3,138,1,2,
  تهرانپارس شرقی ,4400,7,3,140,1,2,جنوبی
 سند اداری قیطریه ,10875,30,5,145,2,5,5
  زعفرانیه ,22,4,3,210,0,5,
  میرداماد ,3600,15,2,70,1,1,
  فرمانیه ,43,0,4,320,2,5,جنوبی
  هروی ,3813,15,2,82,1,4,
  ولنجک ,13144,14,3,212,0,,
 مدرن صاحبقرانیه ,26250,0,4,210,2,4,
" دهم فروردین
            ",800,18,1,31,0,,شمالی
  ظفر ,5600,1,2,80,1,4,
" پرستار جنوبی
            ","1,40",0,1,40,1,4,
" بلوار ابوذر
            ",1400,18,2,76,1,2,
" نبرد شمالی
            ",1520,5,1,60,1,3,شمالی
" پرستار شمالی
            ",2,8,1,74,1,3,جنوبی
  خیابان دولت ,8,8,2,115,1,4,
  الهیه ,31500,4,4,300,0,6,
  میرداماد ,8700,18,3,150,1,5,
  میرداماد ,12,0,3,185,1,4,
  محمودیه ,20,4,3,194,0,3,
  ظفر ,11250,1,3,150,1,2,
  قیطریه ,6300,18,2,115,1,4,
  زعفرانیه ,24750,2,3,225,0,,
 ,7,0,2,90,1,1,جنوبی
  خیابان دولت ,4300,16,2,74,1,4,
  دروس ,7500,7,2,114,1,4,
  پاسداران ,7900,0,3,113,1,3,
  زعفرانیه ,17850,0,3,170,0,,
  خیابان دولت ,7800,4,2,120,1,1,
  فرشته ,21420,1,3,210,0,,
  ولنجک ,20350,2,3,185,0,,
  اختیاریه ,11900,0,3,143,1,3,
  ظفر ,9,1,3,130,1,3,
  زعفرانیه ,25,2,3,250,0,,
  ولنجک ,22310,3,3,194,0,,
  گلسار ,920,6,2,80,1,2,
  پاسداران ,8400,5,3,120,1,5,
  قلهک ,"4,60",1,1,60,1,5,
  گلسار ,2400,7,2,120,1,2,
  زعفرانیه ,25300,3,3,230,0,,
  میرداماد ,4875,4,2,75,1,1,
  پاسداران ,6600,0,2,110,1,5,
  گلسار ,6180,0,3,278,1,3,
  هروی ,4,5,2,80,1,5,
  زعفرانیه ,15675,4,3,165,0,,
  ولنجک ,20790,2,3,198,0,,
  محمودیه ,18,0,3,180,0,,
  زعفرانیه ,25440,3,3,240,0,,
  ظفر ,5500,12,2,90,1,4,
  جردن ,5250,1,1,75,1,1,
  زعفرانیه ,15,10,3,170,0,,
  اختیاریه ,5700,9,2,110,1,5,
  گلسار ,1800,15,2,93,1,4,
  اختیاریه ,6700,1,2,110,1,5,
  خیابان دولت ,9375,1,2,125,1,3,
  ولنجک ,23,0,3,200,0,,
 ,,2,4,300,2,6,جنوبی
  جهاد ,2125,0,2,125,1,1,
  هروی ,8680,0,3,140,1,4,
  ولنجک ,17848,4,3,184,0,,
 ,33,2,4,300,1,6,جنوبی
  زعفرانیه ,27300,1,3,260,0,,
  جردن ,7600,0,2,95,1,1,
  الهیه ,22795,5,3,235,0,,
  خیابان دولت ,8400,4,4,120,1,2,
  گلسار ,5469750,0,3,165,1,1,
  اختیاریه ,10610,30,3,120,1,1,
  زعفرانیه ,18810,0,3,209,0,,
  نیاوران ,,2,2,120,1,2,
  ولنجک ,15510,2,3,165,0,,
  میرداماد ,9454,18,3,163,1,1,
  گلسار ,1350,12,2,76,1,3,
  زعفرانیه ,31900,7,4,290,0,,
  دروس ,8,4,2,100,1,4,
  مسکن مهر,700,6,2,89,1,5,
  سرگل رشت ,730,7,1,63,1,3,
  دروس ,11,0,2,140,1,5,
  خیابان دولت ,7800,1,3,130,1,3,
  دبستان ,1800,26,1,59,1,3,
  میرداماد ,11700,18,3,210,1,3,
  فرمانیه ,35,0,4,250,1,3,
  جردن ,11,1,2,115,1,2,
  اختیاریه ,8100,5,2,120,1,1,
  میرداماد ,9750,1,2,130,1,1,
  نیاوران ,5760,7,2,90,1,3,جنوبی
  اختیاریه ,5400,15,2,95,1,4,
  زعفرانیه ,26400,0,3,220,0,,
  دروس ,10500,15,3,164,1,1,
  زعفرانیه ,25200,2,4,280,0,,
  فرمانیه ,11220,9,3,165,1,1,جنوبی، غربی
  ظفر ,5900,30,3,130,1,2,
  خیابان دولت ,8150,6,2,120,1,1,
  ولنجک ,16684,2,3,172,0,,
  نیاوران ,"18,40",5,3,164,1,6,شمالی
  جردن ,8,0,2,100,1,1,
  فرمانیه ,8850,0,2,104,1,3,
  میرداماد ,4900,0,1,70,1,2,
  دبستان ,2100,16,1,68,1,1,
  نیاوران ,15,6,3,200,1,4,
  قیطریه ,3500,0,1,64,1,5,
  قیطریه ,18,1,4,192,1,4,
  جردن ,7500,0,2,105,1,4,
  هروی ,4200,17,2,100,1,1,
  هروی ,"4,42",6,2,920,1,1,
  ظفر ,"9,45",3,3,139,1,5,
  قلهک ,5600,0,2,80,1,2,
  زعفرانیه ,"16,20",0,3,178,0,,
  ولنجک ,24,3,3,250,0,,
  میرداماد ,10640,0,2,133,1,3,
  جلفا تهران ,5800,1,2,98,1,2,
  ظفر ,9690,20,3,170,1,5,
  میرداماد ,7150,15,2,127,1,2,
  فرمانیه ,4770,15,1,55,1,4,
  دیباجی ,7215,13,3,111,1,2,
  پاسداران ,5800,0,2,95,1,4,
  میرداماد ,7900,0,2,95,1,5,
  میرداماد ,5250,25,2,105,1,1,
  زعفرانیه ,16,0,3,160,0,,
  زعفرانیه ,19109,2,3,197,0,,
  فرمانیه ,8520,9,3,142,1,3,
  میرداماد ,9200,0,2,115,1,4,
  زعفرانیه ,16660,5,3,170,0,,
  قیطریه ,12348,1,3,125,1,4,
  ظفر ,6500,0,2,90,1,3,
  ولنجک ,18,12,3,203,0,,
  میرداماد ,7,30,3,143,1,3,
  زعفرانیه ,20580,4,3,196,0,,
  پاسداران ,5175,20,2,115,1,4,
  پاسداران ,7500,6,2,108,1,2,
  اختیاریه ,9700,15,3,186,1,1,
  میرداماد ,9600,30,3,177,1,2,
  زعفرانیه ,14400,2,3,180,0,,
  زعفرانیه ,13120,3,3,164,0,,
  جلفا تهران ,4500,30,2,111,1,1,
  میرداماد ,12400,0,3,165,1,3,
  میرداماد ,5200,25,2,102,1,1,
  میرداماد ,3150,25,2,70,1,1,
  خیابان دولت ,7800,4,2,120,1,1,
  خیابان دولت ,6820,0,2,110,1,5,
  میرداماد ,7,0,2,100,1,1,
  قلهک ,"4,60",0,1,60,1,5,
  دروس ,5500,6,2,95,1,2,
  میرداماد ,3675,24,2,75,1,2,
  ظفر ,9,1,3,130,1,3,
  ظفر ,5800,15,2,116,1,1,
  دروس ,10900,5,3,180,1,1,
  ظفر ,5600,1,2,80,1,4,
  اختیاریه ,4500,19,2,92,1,3,
  هروی ,6325,8,3,115,1,3,
  الهیه ,10900,19,3,170,1,1,
  قیطریه ,5900,7,2,100,1,5,
  میرداماد ,26250,1,4,350,1,3,
  هروی ,6300,15,2,105,1,2,
  اختیاریه ,4850,2,2,85,1,5,
  اختیاریه ,6820,0,2,110,1,5,
  ولنجک ,"14,80",2,3,160,0,,
  هروی ,9300,5,3,134,1,8,
  فرمانیه ,6500,5,2,95,1,1,
  قیطریه ,"8,50",0,2,115,1,4,
 سند اداری فرمانیه ,900,0,20,3000,1,10,-
  نیاوران ,12200,0,3,143,2,3,جنوبی
  خیابان دولت ,5,25,2,120,1,1,
  تهرانپارس شرقی ,"4,50",8,3,128,1,3,جنوبی
  فلکه اول تهرانپارس ,"9,50",10,4,230,1,3,جنوبی
  کامرانیه جنوبی  5ساله,9,5,3,145,1,2,جنوبی
  ظفر ,11250,1,3,150,1,2,
  فرمانیه ,8600,1,2,104,1,3,
  پاسداران ,4200,17,2,95,1,3,
  زعفرانیه ,21600,3,3,240,0,,
  ولنجک ,14250,4,3,190,0,,
  میرداماد ,18500,1,3,205,1,2,
  الهیه ,12,9,3,150,0,,
  اختیاریه ,6140,5,2,100,1,5,
  شهرک صدف ,,12,2,107,0,3,
  قیطریه ,6200,3,2,78,1,3,
  ولنجک ,9600,2,2,120,0,,
  مهران ,6240,6,2,104,1,3,
  ولنجک ,14520,6,3,165,0,,
  شهرک میرمهنا ,,3,1,60,0,1,
  پاسداران ,7800,9,2,115,1,1,
  هروی ,4140,6,2,90,1,2,
  هروی ,3900,14,2,92,1,4,
  زعفرانیه ,16830,2,3,187,0,,
  خیابان قیطریه ,7800,7,3,135,1,2,جنوبی
  پاسداران ,9500,2,2,125,1,2,
  دروس ,28500,1,4,285,1,3,
  میرداماد ,11300,17,3,182,1,4,
  دروس ,5500,6,2,95,1,2,
  فرمانیه ,10750,4,2,125,1,1,
  دروس ,7500,6,2,100,1,2,
  ظفر ,4500,15,2,90,1,1,
  پاسداران ,8500,0,3,135,1,3,
  پاسداران ,7500,9,3,146,1,4,
  خیابان دولت ,8750,1,3,125,1,4,
  پاسداران ,15,0,3,140,1,5,
  هروی ,4250,5,2,85,1,4,
  محمودیه ,15360,6,3,168,0,,
  هروی ,6660,18,3,155,1,4,
  زعفرانیه ,27,0,4,300,0,,
  هروی ,3600,0,2,120,1,3,
  گلسار ,2145,15,2,91,1,3,
  پاسداران ,9780,18,3,155,1,6,
  گلسار ,2300,13,2,95,1,2,
  دروس ,10,0,2,100,1,3,
  پاسداران ,5800,0,2,95,1,3,
  ظفر ,4300,40,1,90,1,1,
  پاسداران ,6825,0,2,105,1,3,
  میرداماد ,7100,25,3,143,1,2,
  قلی پور رشت ,2790,0,3,155,1,1,
  ظفر ,9500,13,3,155,1,1,
  پاسداران ,5330,1,2,85,1,1,
  معلم,1550,9,2,96,1,4,
  معلم,1550,9,2,96,1,4,
  اختیاریه ,7500,6,2,100,1,3,
  خیابان دولت ,7,1,2,100,1,4,
  معلم,700,6,2,89,1,5,
  اختیاریه ,5800,110,2,110,1,4,
  اختیاریه ,10200,2,2,120,1,4,
  زعفرانیه ,17115,0,3,163,0,,
  معلم,700,6,2,89,1,5,
  پاسداران ,8600,5,3,120,1,2,
  اختیاریه ,7,2,2,100,1,4,
  ولنجک ,21,0,3,200,0,,
  درختی ,5500,25,3,123,0,4,
  ظفر ,5500,35,2,125,1,1,
  پاسداران ,8,1,2,115,1,4,
  سوهانک ,3780,7,2,70,1,1,
  درختی ,5500,25,3,123,0,4,شمالی
  زعفرانیه ,14400,4,3,160,0,,
  اختیاریه ,6600,12,3,125,1,4,
  پاسداران ,7700,15,3,135,1,3,
  پاسداران ,15500,1,3,140,1,4,
  قیطریه ,10,6,3,147,1,3,
  اختیاریه ,9200,20,3,145,1,5,
  پاسداران ,10275,0,3,135,1,5,
  زعفرانیه ,24200,0,3,220,0,,
  اختیاریه ,12500,5,3,165,1,3,
  ولنجک ,30380,4,4,310,0,,
  نیاوران ,18500,2,2,135,1,5,
  پاسداران ,8580,1,3,135,1,2,
  زعفرانیه ,15660,0,3,180,0,,
  پاسداران ,4500,17,2,95,1,3,
  زعفرانیه ,16150,3,3,190,0,,
  ظفر ,5800,1,2,90,1,4,
  میرداماد ,8900,1,2,123,1,2,
  محمودیه ,16380,2,3,180,0,,
  قلهک ,8250,20,3,165,1,2,
  خیابان دولت ,10500,30,2,96,1,1,
  پاسداران ,8,9,2,115,1,1,
  پاسداران ,9850,2,2,125,1,2,
  زعفرانیه ,17424,4,3,198,0,,
  دزاشیب ,6500,1,2,92,1,2,
  جردن ,6500,15,3,115,1,3,
  زعفرانیه ,23460,0,3,230,0,,
  فرشته ,25200,1,3,240,0,,
  الهیه ,17160,2,3,195,0,,
  ظفر ,14500,0,3,227,1,2,
  محمودیه ,15225,14,3,175,0,,
  میرداماد ,6500,30,2,125,1,1,
  زعفرانیه ,36750,3,4,350,0,,
  میرداماد ,6500,30,2,125,1,1,
  زعفرانیه ,19600,3,3,200,0,,
  ظفر ,3500,13,2,90,1,1,
  ولنجک ,21,1,3,210,0,,
  زعفرانیه ,27500,0,3,250,0,0,
  زعفرانیه ,28480,6,3,320,0,,
  جردن ,6200,15,2,100,1,1,
  میرداماد ,5500,29,4,110,1,3,
  ظفر ,3500,13,2,90,1,1,
  جردن ,4600,30,2,110,1,1,
  جردن ,6200,15,2,100,1,1,
  زعفرانیه ,21560,3,3,220,0,,
  اختیاریه ,4120,3,2,73,1,2,
  اختیاریه ,6820,13,3,124,1,2,
  میرداماد ,10,4,3,145,1,1,
  زعفرانیه ,19855,2,3,209,0,,
  میرداماد ,10800,4,3,143,1,1,
  میرداماد ,7700,20,3,130,1,6,
  زعفرانیه ,16200,4,3,180,0,,
  قیطریه ,6,12,2,120,1,3,
  پاسداران ,7500,6,2,108,1,2,
  پاسداران ,4558,5,2,86,1,3,
  نیاوران ,13,0,2,130,1,2,جنوبی
  فرمانیه ,25500,1,2,150,1,11,جنوبی
  ظفر ,6800,10,3,125,1,4,
  قیطریه ,5980,6,2,85,1,3,
  نیاوران ,13500,2,3,135,1,6,شمالی، جنوبی
  پاسداران ,3760,15,2,94,1,2,
  ظفر ,10300,0,3,150,1,3,
  فرمانیه ,7,25,2,140,1,4,
 ,15,13,3,180,1,3,جنوبی
  قیطریه ,7220,15,3,120,1,1,
  میرداماد ,8,15,3,155,1,5,
  قیطریه ,4600,28,2,90,1,2,
  دزاشیب ,24150,2,3,230,1,2,
  نیاوران ,9200,12,3,132,1,2,شمالی
  میرداماد ,4850,14,3,88,1,4,
  میرداماد ,20600,6,3,187,1,4,
  میرداماد ,5460,15,2,105,1,6,
  پاسداران ,6256,3,2,92,1,4,
  دروس ,8100,14,3,146,1,2,
  قیطریه ,8260,12,2,118,1,3,
  اختیاریه ,10700,0,3,145,1,4,
  تهران ,6700,0,3,119,1,3,
  دزاشیب ,7500,15,2,140,1,5,
  قیطریه ,18,2,4,192,1,4,
  دیباجی ,6498,17,2,114,1,4,
  ظفر ,5200,3,2,83,1,1,
  میرداماد ,26250,1,4,350,1,3,
  دروس ,10,2,3,147,1,3,
  میرداماد ,10720,4,3,145,1,1,
  دیباجی ,3950,22,2,120,1,0,
  ظفر ,9690,20,3,170,1,5,
  هروی ,3750,9,2,85,1,4,
  قیطریه ,3900,40,2,90,1,3,
  پاسداران ,7,16,3,146,1,4,
  نیاوران ,27,0,3,190,2,9,جنوبی
  پاسداران ,4700,3,2,75,1,3,
  کامرانیه جنوبی ,13400,6,3,192,1,5,جنوبی
  پاسداران ,8500,0,2,120,1,4,
  ظفر ,5360,1,2,80,1,4,
  فرمانیه ,25500,0,3,170,1,4,
  دیباجی ,9683,1,3,149,1,3,
  هروی ,6700,15,2,118,1,3,
  دیباجی ,6850,13,2,125,1,1,
  دروس ,4700,19,2,105,1,2,
  پاسداران ,5800,9,2,100,1,3,
  پاسداران ,8925,28,2,105,1,1,
  جلفا تهران ,9400,0,3,145,1,2,
  قیطریه ,5700,8,2,95,1,3,
  قیطریه ,4900,2,3,159,1,3,
  پاسداران ,7250,9,3,145,1,4,
  میرداماد ,10300,3,3,150,1,7,
  اختیاریه ,6820,0,2,110,1,5,
  ظفر ,3150,23,2,70,1,1,
  ظفر ,9,0,3,130,1,3,
  قلهک ,"4,60",0,1,60,1,5,
  هروی ,8732,0,3,148,1,5,
  مهران ,4410,27,2,105,1,2,
  مهران ,"6,32",5,2,104,1,2,
  دروس ,14490,13,3,161,1,2,
  پاسداران ,5850,3,2,85,1,3,
  هروی ,3600,10,2,80,1,3,
  دروس ,7,15,2,110,1,0,
  پاسداران ,8125,5,3,125,1,5,
  دروس ,7320,13,3,122,1,5,
  خیابان دولت ,9,4,2,120,1,3,
  خیابان دولت ,9600,1,3,125,0,4,
  ظفر ,7300,4,2,115,1,4,
  قیطریه ,3850,2,1,50,1,3,
  خیابان دولت ,5500,15,2,100,1,1,
  دیباجی ,8500,1,2,120,1,4,
  هروی ,6500,17,3,130,1,5,
  میرداماد ,8250,2,3,127,1,2,
  قلهک ,3800,19,3,110,1,1,
  خیابان دولت ,6960,18,2,120,1,3,
  قلهک ,7820,0,2,115,1,3,
  ظفر ,6500,0,2,90,1,2,
  هروی ,5940,11,2,110,1,2,
  جردن ,7200,18,2,130,1,1,
 ,40,10,5,440,2,12,-
  قیطریه ,3600,4,1,45,1,3,
  فرمانیه ,12500,4,3,145,1,4,
  قیطریه ,11800,1,3,148,1,2,
 ,50,18,5,440,2,15,دارد
  میرداماد ,"13,50",1,3,160,1,3,
 ,27,18,3,283,2,12,جنوبی
  قیطریه ,6464,15,2,101,1,4,
  اختیاریه ,8500,3,2,109,1,2,
  قیطریه ,3,25,1,71,1,3,
  سوهانک ,4400,13,2,112,1,3,
  تهرانپارس غربی ,9500,0,3,202,1,1,شمالی
  میرداماد ,10650,0,3,142,1,5,
  قیطریه ,6,12,2,120,1,3,
  اختیاریه ,10920,5,3,182,1,1,
  تهرانپارس شرقی ,4400,7,3,140,1,2,جنوبی
  فرمانیه ,5300,1,2,80,1,3,
  قیطریه ,4150,25,2,83,1,2,
  پاسداران ,7700,0,2,115,1,4,
  ظفر ,9900,1,3,150,1,3,
  پاسداران ,5200,1,2,85,1,1,
  پاسداران ,9500,18,3,155,1,6,
  ولنجک ,17248,2,3,196,0,,
  زعفرانیه ,19320,1,3,210,0,,
  پاسداران ,10,0,3,135,1,5,
  زعفرانیه ,22575,0,3,215,0,,
  فرشته ,17751,12,3,183,0,,
  اختیاریه ,6600,10,2,110,1,3,
  محمودیه ,16356,7,3,188,0,,
  هروی ,6360,0,2,120,1,1,
  اختیاریه ,7200,6,2,115,1,1,
  قیطریه ,10800,1,3,120,1,1,
  هروی ,3200,17,2,90,1,4,
  زعفرانیه ,17100,3,3,190,0,,
  زعفرانیه ,16150,3,3,170,0,,
  اختیاریه ,11475,1,3,135,1,4,
  پاسداران ,4730,6,2,86,1,3,
  محمودیه ,15400,5,3,175,0,,
  فرشته ,24250,2,3,250,0,,
  فرمانیه ,6700,0,2,92,1,2,
  زعفرانیه ,29100,10,4,300,0,,
  ولنجک ,"20,20",3,3,220,0,,
  زعفرانیه ,13600,0,3,160,0,,
  میرداماد ,22,0,4,230,1,6,
  الهیه ,29700,1,4,270,0,,
  قیطریه ,9700,9,3,158,1,5,
  زعفرانیه ,"15,30",2,3,167,0,,
  دیباجی ,7200,1,0,120,1,3,
  پاسداران ,9750,1,3,130,1,4,
  هروی ,4400,9,2,85,1,1,
  پاسداران ,6,15,2,97,1,4,
  زعفرانیه ,17730,4,3,197,0,,
  پاسداران ,5330,1,2,82,1,1,
  ولنجک ,21750,9,3,250,0,,
  زعفرانیه ,34100,2,4,310,0,,
  میرداماد ,4500,8,2,78,1,5,
  زعفرانیه ,14,2,3,160,0,,
  زعفرانیه ,15200,15,3,190,0,,
  جردن ,7500,15,2,130,1,5,
  قیطریه ,5200,6,2,92,1,5,
  زعفرانیه ,15300,1,3,170,0,,
  قیطریه ,10100,0,3,122,1,2,
  قلهک ,7600,1,2,110,1,5,
  زعفرانیه ,14880,10,3,186,0,,
  قیطریه ,7300,4,2,85,1,3,
  دروس ,"7,68",7,2,114,1,4,
  دیباجی ,8500,1,2,120,1,4,
  قلهک ,5380,1,2,78,0,4,
  درختی ,3250,14,1,65,1,6,شمالی
  درختی ,3250,14,1,63,1,6,شمالی
  اختیاریه ,3800,1,1,65,1,1,
  قلهک ,6450,1,2,86,1,5,
  قلهک ,7350,0,2,98,1,5,
  زعفرانیه ,18,2,3,200,0,,
  قیطریه ,5700,8,2,95,1,3,
  قلهک ,3500,20,2,100,1,2,
